path,pref
ColumbusOH-DetroitMI-ToledoOH-ClevelandOH-AnnArborMI-FortWayneIN-LansingMI-GrandRapidsMI-LansingMI-AnnArborMI-ColumbusOH,5.7100218030832535
ColumbusOH-DetroitMI-ToledoOH-ClevelandOH-AnnArborMI-FortWayneIN-LansingMI-AnnArborMI-LansingMI-AnnArborMI-ColumbusOH,4.751514296934012
ColumbusOH-DetroitMI-ToledoOH-ClevelandOH-AnnArborMI-FortWayneIN-LansingMI-AnnArborMI-ColumbusOH,4.676665697548805
